Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3,
geografi,Vilket land är känt för sina stroopwaffels?,Nederländerna,Belgien,Danmark,Tyskland
geografi,Vad heter den traditionella indiska brödtypen?,Naan,Tortilla,Pita,Focaccia
geografi,Vilken fisk används traditionellt i brittisk fish and chips?,Torsk,Lax,Makrill,Hälleflundra
geografi,Vad kallas den traditionella thailändska nudelsoppan?,Pad Thai,Tom Yum,Pho,Laksa
geografi,Vilken frukt är central i traditionell fransk tarte tatin?,Äpple,Päron,Persika,Aprikos
geografi,Vilket land är känt för sin paella?,Spanien,Portugal,Italien,Grekland
geografi,Vad heter den traditionella tyska korven?,Bratwurst,Kielbasa,Chorizo,Merguez
geografi,Vilken krydda ger curry sin gula färg?,Gurkmeja,Saffran,Paprika,Ingefära
geografi,Vilket land uppfann tempura enligt tradition?,Portugal,Japan,Kina,Spanien
geografi,Hur många tidszonskiften upplevs på en flygning från London till Sydney?,10,8,12,9
geografi,Vad heter den internationella nödsignalen till sjöss?,Mayday,SOS,Help,Emergency
geografi,Vilket dokument behövs för internationella resor utöver pass?,Visum,ID-kort,Körkort,Försäkring
geografi,Vad kallas fenomenet när kroppen anpassar sig efter tidsförskjutning?,Jetlag,Timezone fatigue,Travel tiredness,Flight exhaustion
geografi,Vilken organisation utfärdar internationella körkort?,AAA,IDP,WHO,IATA
geografi,Vad heter den vanligaste resförsäkringstypen?,Sjukförsäkring,Bagageförsäkring,Avbokningsförsäkring,Olycksfallsförsäkring
geografi,Vilken är den vanligaste orsaken till försenade flyg?,Väder,Tekniska problem,Personalstrejk,Trafikstockning
geografi,Vilket företag introducerade första lojalitetsprogrammet för flygresor?,American Airlines,Pan Am,TWA,United Airlines
geografi,Vad kallas den traditionella japanska gäststugetypen?,Ryokan,Minshuku,Kapsel hotell,Love hotel
geografi,Vilken typ av boende är populärast bland backpackers?,Hostel,Bed & Breakfast,Motell,Camping
geografi,Vilket är det vanligaste betalningsmedlet för internationella resor?,Kreditkort,Kontanter,Travellers cheques,Bankkort
geografi,Vilken organisation reglerar internationell luftfart?,ICAO,IATA,FAA,EASA
geografi,Vad heter den traditionella kinesiska resmetoden längs Sidenvägen?,Karavanhandel,Nomadliv,Pilgrimsresa,Handelsexpedition
geografi,Vilken festival är mest känd för att locka internationella resenärer till Indien?,Holi,Diwali,Dussehra,Karva Chauth
geografi,Vad kallas den traditionella arabiska gästfriheten?,Beduinhospitalitet,Desert courtesy,Nomad welcome,Arabian kindness
geografi,Vad kallas fenomenet att bo och arbeta i olika länder temporärt?,Digital nomadism,Location independence,Remote working,Global mobility
geografi,Vilket är det mest fotograferade monumentet i världen?,Eiffeltornet,Frihetsgudinnan,Big Ben,Colosseum
geografi,Vad heter den traditionella japanska bagagetypen?,Furoshiki,Suitcase,Backpack,Duffle bag
geografi,Vilken månad har flest flygresor globalt?,Juli,December,Augusti,Juni
geografi,Vad kallas kartläggning av reserutter?,Itinerary planning,Route mapping,Travel plotting,Journey design
geografi,Vilket är den vanligaste anledningen till att resor bokas om?,Väderförhållanden,Personliga skäl,Politisk instabilitet,Ekonomiska faktorer
geografi,Vad heter den internationella koden för flygplatser?,IATA-kod,ICAO-kod,Airport code,Flight code
geografi,Vilken organisation ansvarar för internationella tågförbindelser i Europa?,Eurail,Interrail,European Railways,Rail Europe
geografi,Vad kallas den traditionella tibetanska pilgrimsresan?,Kora,Yatra,Parikrama,Circumambulation
geografi,Vilket land har flest UNESCO-världsarv per kvadratkilometer?,Italien,Grekland,Spanien,Frankrike
geografi,Vilket transportmedel används mest för lyxresor?,Privatjet,Yacht,Lyxbil,Första klass flyg
geografi,Vad heter den traditionella italienska aperitifkulturen?,Aperitivo,Happy hour,Cocktail time,Evening drinks
geografi,Vilken säsong är mest populär för skidresor?,Vinter,Vår,Höst,Sommar
geografi,Vad kallas resor som fokuserar på personlig utveckling?,Retreat,Wellness resa,Self-improvement travel,Spiritual journey
geografi,Vilket är det vanligaste skälet för affärsresor?,Möten,Konferenser,Utbildning,Försäljning
geografi,Vad heter den traditionella svenska allemansrätten för turister?,Right to roam,Free access,Nature rights,Public land access
geografi,Vilken tid på dygnet är flygresor oftast billigast?,Tidig morgon,Sen kväll,Middag,Eftermiddag
geografi,Vad kallas resor som fokuserar på hållbarhet?,Grön turism,Eco-travel,Sustainable tourism,Responsible travel
geografi,Vilket dokument krävs för barn som reser ensamma internationellt?,Unaccompanied minor form,Child travel permit,Parental consent,Minor passport
geografi,Vad heter den digitala revolutionen inom resebranschen?,Online booking,E-tourism,Digital travel,Cyber tourism
geografi,Vad kallas turism som skadar miljön?,Destruktiv turism,Harmful travel,Negative tourism,Damaging visits
geografi,Vilket är det populäraste temat för temaparker?,Äventyr,Fantasy,Filmer,Djur
geografi,Vad heter den traditionella spanska siestan?,Middag vila,Afternoon rest,Siesta,Lunch break
geografi,Vilken månad har lägst hotellpriser globalt?,Februari,November,Januari,September
geografi,Vilken årstid är mest populär för kryssningar?,Sommar,Vinter,Vår,Höst
geografi,Vilket land har störst andel internationella turister?,Frankrike,Spanien,USA,Italien
geografi,Vad heter fenomenet att fotografera mat under resor?,Food photography,Culinary documentation,Meal sharing,Dish posting
geografi,Vilken typ av boende är vanligast för affärsresenärer?,Hotell,Serviced apartments,Bed & Breakfast,Vandrarhem
geografi,Vad kallas traditionella marknader för turister?,Bazarer,Souq,Night markets,Tourist markets
geografi,Vilket är det mest sålda souvenirt globalt?,Magneter,T-shirts,Nyckelringar,Vykort
geografi,Vad heter den digitala appen för språköversättning på resor?,Google Translate,Travel translator,Language helper,Speak easy
geografi,Vilken bransch tjänar mest på internationell turism?,Flygindustrin,Hotellbranschen,Restaurangbranschen,Retailhandel
geografi,Vad kallas fenomenet att resa i stora grupper?,Massturism,Group travel,Crowd tourism,Collective journeys
geografi,Vilket är det vanligaste skälet för att välja ett resmål?,Väder,Kostnad,Kultur,Avstånd
geografi,Vilken säsong har högst hotellbeläggning globalt?,Sommar,Vinter,Vår,Höst
geografi,Vilket transportmedel används mest för lokalresor?,Taxi,Kollektivtrafik,Hyrbil,Cykel
geografi,Vilken typ av resa har lägst miljöpåverkan?,Närturism,Internationella resor,Långresor,Flygresor
geografi,Vad heter den traditionella mexikanska dödsfesten?,Día de los Muertos,Day of the Dead,Festival of Souls,Memorial celebration
geografi,Vilken månad har flest hotellbokningar?,Juli,Augusti,Juni,December
geografi,Vad kallas resor som fokuserar på reflektion och vila?,Retreat,Mindfulness travel,Contemplative journey,Spiritual rest
geografi,Vilket land har högst andel återbesökande turister?,Thailand,Grekland,Spanien,Italien
geografi,Vad heter fenomenet att resa för att prova lokala drycker?,Beverage tourism,Drink tourism,Liquid culture,Taste travel
geografi,Vilken typ av försäkring är viktigast för äventyrsresor?,Aktivitetsförsäkring,Medicinsk försäkring,Utrustningsförsäkring,Räddningsförsäkring
geografi,Vad kallas den internationella koden för hotellbokningar?,Reservation code,Booking reference,Hotel confirmation,Stay number
geografi,Vad heter den traditionella indiska gästfrihetsfilosofin?,Atithi Devo Bhava,Guest is God,Visitor welcome,Hospitality tradition
geografi,Vilken bransch växer snabbast inom hållbar turism?,Ekolodger,Grön transport,Lokal mat,Miljöaktiviteter
geografi,Vad kallas fenomenet att resa för att lära sig nya färdigheter?,Skill tourism,Learning travel,Educational vacation,Craft journey
geografi,Vilket transportmedel har störst komfort för långa resor?,Första klass flyg,Lyxtåg,Kryssningsfartyg,Privat bil
geografi,Vad kallas den traditionella franska konsten att njuta av måltider?,Savoir vivre,Art de vivre,Culinary culture,French dining
geografi,Vilken månad har lägst flygpriser till Europa?,Februari,November,Januari,Mars
geografi,Vad kallas resor som fokuserar på personliga utmaningar?,Challenge tourism,Adventure quests,Personal trials,Goal journeys
Kategori,Fråga,Rätt svar,Fel svar 1,Fel svar 2,Fel svar 3
geografi,Vilka färger har Italiens flagga?,Grön-vit-röd,Blå-vit-röd,Gul-blå-röd,Grön-vit-blå
geografi,Vilka färger har Tysklands flagga?,Svart-röd-gul,Svart-vit-röd,Blå-vit-röd,Röd-vit-blå
geografi,Vilka färger har Frankrikes flagga?,Blå-vit-röd,Röd-vit-blå,Grön-vit-röd,Svart-röd-gul
geografi,Vilka färger har Spaniens flagga?,Röd-gul-röd,Grön-vit-röd,Blå-vit-röd,Gul-röd-gul
geografi,Vilka färger har Nederländernas flagga?,Röd-vit-blå,Blå-vit-röd,Röd-blå-vit,Vit-blå-röd
geografi,Vilka färger har Belgiens flagga?,Svart-gul-röd,Röd-gul-svart,Blå-vit-röd,Grön-vit-röd
geografi,Vilka färger har Österrikes flagga?,Röd-vit-röd,Vit-röd-vit,Röd-vit-blå,Svart-röd-gul
geografi,Vilka färger har Schweiz flagga?,Röd med vitt kors,Vit med rött kors,Blå med vitt kors,Grön med vitt kors
geografi,Vilka färger har Portugals flagga?,Grön-röd,Röd-grön,Blå-vit,Gul-blå
geografi,Vilka färger har Danmarks flagga?,Röd med vitt kors,Vit med rött kors,Blå med vitt kors,Röd med gult kors
geografi,Vilka färger har Kanadas flagga?,Röd-vit-röd,Vit-röd-vit,Blå-vit-blå,Röd-blå-röd
geografi,Vilka färger har Australiens flagga?,Blå med Union Jack,Röd med Union Jack,Vit med Union Jack,Grön med Union Jack
geografi,Vilka färger har Brasiliens flagga?,Grön-gul-blå,Blå-gul-grön,Gul-grön-blå,Röd-vit-blå
geografi,Vilka färger har Mexikos flagga?,Grön-vit-röd,Röd-vit-grön,Blå-vit-röd,Gul-blå-röd
geografi,Vilka färger har Argentinas flagga?,Ljusblå-vit-ljusblå,Vit-ljusblå-vit,Blå-vit-blå,Röd-vit-röd
geografi,Vilka färger har Kinas flagga?,Röd med gula stjärnor,Gul med röda stjärnor,Blå med vita stjärnor,Grön med gula stjärnor
geografi,Hur många länder behöver inte visum för svenskar inom EU?,27,25,26,28
geografi,Hur många månaders giltighet måste passet ha för USA-resor?,6 månader,3 månader,12 månader,1 månad
geografi,Hur många länder kan svenskar besöka utan visum totalt?,185,150,200,120
geografi,Hur många år gäller ett svenskt pass?,10 år,5 år,15 år,7 år
geografi,Hur många sidor har ett vanligt svenskt pass?,32 sidor,24 sidor,48 sidor,16 sidor
geografi,Hur många dagar får turister stanna i USA utan visum?,90 dagar,60 dagar,120 dagar,30 dagar
geografi,Hur många länder kräver gelbfebervaccin från svenska resenärer?,44,30,60,20
geografi,Hur många timmar före flyg stänger incheckningen vanligtvis?,2 timmar,1 timme,3 timmar,4 timmar
geografi,Hur många kilo handbagage får man ha på de flesta flygbolag?,8 kg,5 kg,10 kg,12 kg
geografi,Hur många milliliter vätska får man ha i handbagage?,100 ml per behållare,50 ml,200 ml,150 ml
geografi,Vad är Eiffeltornets höjd?,324 meter,300 meter,350 meter,280 meter
geografi,Vad är Frihetsgudinnas höjd?,93 meter,75 meter,110 meter,85 meter
geografi,Vad är Big Bens höjd?,96 meter,80 meter,120 meter,75 meter
geografi,Vad är Colosseums höjd?,48 meter,35 meter,60 meter,40 meter
geografi,Vad är Taj Mahals höjd?,73 meter,50 meter,90 meter,65 meter
geografi,Vad är Burj Khalifas höjd?,828 meter,750 meter,900 meter,680 meter
geografi,Vad är Empire State Buildings höjd?,381 meter,320 meter,450 meter,290 meter
geografi,Vad är Willis Towers höjd?,442 meter,380 meter,500 meter,350 meter
geografi,Vad är CN Towers höjd?,553 meter,480 meter,620 meter,430 meter
geografi,Vad är Sydney Opera Houses höjd?,65 meter,50 meter,80 meter,45 meter
geografi,Vilket material byggdes Colosseeum av?,Travertin,Marmor,Granit,Sandsten
geografi,Vilket material byggdes Parthenon av?,Marmor,Granit,Kalksten,Sandsten
geografi,Vilket material byggdes Pyramiderna av?,Kalksten,Granit,Sandsten,Marmor
geografi,Vilket material byggdes Stonehenge av?,Sarsensten,Granit,Marmor,Kalksten
geografi,Vilket material byggdes Machu Picchu av?,Granit,Marmor,Kalksten,Sandsten
geografi,Vilket material byggdes Alhambra av?,Röd lera,Vit marmor,Gul sandsten,Grå granit
geografi,Vilket material byggdes Sagrada Familia av?,Sandsten,Marmor,Granit,Betong
geografi,Vilket material byggdes Notre-Dame av?,Kalksten,Granit,Sandsten,Marmor
geografi,Vilket material byggdes St. Basils katedral av?,Tegel,Sten,Trä,Betong
geografi,Vilket material byggdes Neuschwanstein av?,Kalksten,Granit,Sandsten,Marmor
geografi,Vilket år byggdes Eiffeltornet?,1889,1885,1895,1880
geografi,Vilket år byggdes Frihetsgudinnan?,1886,1880,1890,1876
geografi,Vilket år byggdes Sydney Opera House?,1973,1965,1980,1970
geografi,Vilket år byggdes Brasília?,1960,1950,1970,1955
geografi,Vilket år byggdes Golden Gate-bron?,1937,1930,1945,1940
geografi,Vilket år byggdes London Bridge?,1973,1965,1980,1960
geografi,Vilket år byggdes Brooklyn Bridge?,1883,1875,1890,1880
geografi,Vilket år byggdes Tower Bridge?,1894,1885,1900,1890
geografi,Vilket år byggdes Empire State Building?,1931,1925,1940,1935
geografi,Vilket år byggdes Chrysler Building?,1930,1925,1935,1928
geografi,Vilket nationaldjur har Australien?,Känguru,Koala,Emu,Wombat
geografi,Vilket nationaldjur har Kanada?,Bäver,Älg,Björn,Varg
geografi,Vilket nationaldjur har Indien?,Tiger,Elefant,Lejon,Leopard
geografi,Vilket nationaldjur har Storbritannien?,Lejon,Enhörning,Örn,Hund
geografi,Vilket nationaldjur har Ryssland?,Björn,Varg,Örn,Älg
geografi,Vilket nationaldjur har USA?,Amerikansk örn,Bison,Varg,Björn
geografi,Vilket nationaldjur har Nya Zeeland?,Kiwi,Fågel,Får,Pingvin
geografi,Vilket nationaldjur har Sydafrika?,Springbok,Lejon,Elefant,Noshörning
geografi,Vilket nationaldjur har Kina?,Panda,Dragon,Tiger,Kran
geografi,Vilket nationaldjur har Norge?,Lejon,Björn,Älg,Ren
geografi,Vilket officiellt språk talas i Schweiz förutom tyska?,Franska,Engelska,Portugisiska,Holländska
geografi,Vilket officiellt språk talas i Belgien förutom flamländska?,Franska,Engelska,Tyska,Holländska
geografi,Vilket officiellt språk talas i Kanada förutom engelska?,Franska,Spanska,Tyska,Italienska
geografi,Vilket officiellt språk talas i Singapore förutom engelska?,Mandarin,Japanska,Hindi,Koreanska
geografi,Vilket officiellt språk talas i Indien förutom hindi?,Engelska,Bengaliska,Tamil,Punjabi
geografi,Vilket officiellt språk talas i Irland förutom engelska?,Iriska,Walesiska,Skotska,Bretonska
geografi,Vilket officiellt språk talas i Malta förutom engelska?,Maltesiska,Italienska,Arabiska,Franska
geografi,Vilket officiellt språk talas i Cypern förutom grekiska?,Turkiska,Engelska,Arabiska,Italienska
geografi,Vilket officiellt språk talas i Luxemburg förutom luxemburgiska?,Franska,Engelska,Holländska,Italienska
geografi,Hur många tidszonskillnad är det mellan Stockholm och Tokyo?,8 timmar,6 timmar,10 timmar,7 timmar
geografi,Hur många tidszonskillnad är det mellan Stockholm och New York?,6 timmar,5 timmar,8 timmar,7 timmar
geografi,Hur många tidszonskillnad är det mellan Stockholm och Sydney?,9 timmar,7 timmar,11 timmar,8 timmar
geografi,Hur många tidszonskillnad är det mellan Stockholm och Los Angeles?,9 timmar,7 timmar,11 timmar,6 timmar
geografi,Hur många tidszonskillnad är det mellan Stockholm och Bangkok?,6 timmar,5 timmar,8 timmar,4 timmar
geografi,Hur många tidszonskillnad är det mellan Stockholm och Dubai?,3 timmar,2 timmar,4 timmar,5 timmar
geografi,Hur många tidszonskillnad är det mellan Stockholm och Peking?,7 timmar,5 timmar,9 timmar,6 timmar
geografi,Hur många tidszonskillnad är det mellan Stockholm och Mumbai?,4,5 timmar,3 timmar,6 timmar,2 timmar
geografi,Hur många tidszonskillnad är det mellan Stockholm och São Paulo?,4 timmar,3 timmar,6 timmar,5 timmar
geografi,Hur många tidszonskillnad är det mellan Stockholm och Mexico City?,7 timmar,5 timmar,9 timmar,6 timmar
geografi,Vilken valuta används i Storbritannien?,Pund sterling,Euro,Dollar,Krona
geografi,Vilken valuta används i Japan?,Yen,Won,Rupiah,Baht
geografi,Vilken valuta används i Sydkorea?,Won,Yen,Yuan,Rupiah
geografi,Vilken valuta används i Thailand?,Baht,Rupiah,Won,Dong
geografi,Vilken valuta används i Vietnam?,Dong,Baht,Rupiah,Kip
geografi,Vilken valuta används i Laos?,Kip,Dong,Baht,Riel
geografi,Vilken valuta används i Kambodja?,Riel,Kip,Dong,Baht
geografi,Vilken valuta används i Malaysia?,Ringgit,Rupiah,Baht,Dollar
geografi,Vilken valuta används i Indonesien?,Rupiah,Ringgit,Baht,Peso
geografi,Vilken valuta används i Filippinerna?,Peso,Rupiah,Baht,Dollar
geografi,Vilken kontinent har flest officiella språk?,Afrika,Asien,Europa,Sydamerika
geografi,Vilken kontinent har flest inhemskt talade språk?,Papua Nya Guinea,Indonesien,Mexiko,Kamerun
geografi,Vilken kontinent har störst språklig mångfald?,Afrika,Asien,Sydamerika,Europa
geografi,Vilken kontinent har flest arabisktalande?,Afrika,Asien,Europa,Nordamerika
geografi,Vilken kontinent har flest fransktalande?,Afrika,Europa,Nordamerika,Sydamerika
geografi,Vilken kontinent har flest spansktalande?,Sydamerika,Nordamerika,Europa,Afrika
geografi,Vilken kontinent har flest engelsktalande?,Nordamerika,Europa,Afrika,Oceanien
geografi,Vilken kontinent har flest portugisisktalande?,Sydamerika,Afrika,Europa,Asien
geografi,Vilken kontinent har flest kinesisktalande?,Asien,Nordamerika,Europa,Oceanien
geografi,I vilken månad är det vinter i Argentina?,Juli,Januari,Oktober,April
geografi,I vilken månad är det sommar i Chile?,Januari,Juli,Oktober,April
geografi,I vilken månad är det vinter i Australien?,Juli,Januari,Oktober,April
geografi,I vilken månad är det sommar i Sydafrika?,December,Juni,Mars,September
geografi,I vilken månad är det vinter i Nya Zeeland?,Juli,Januari,Oktober,April
geografi,I vilken månad är det sommar i Brasilien?,December,Juni,Mars,September
geografi,I vilken månad regnar det mest i Indien?,Juli,Januari,Oktober,April
geografi,I vilken månad är det torrast i Egypten?,Juni,December,Mars,September
geografi,I vilken månad är det kallast på Grönland?,Februari,Augusti,Maj,November
geografi,I vilken månad är det varmast i Sahara?,Juli,Januari,Oktober,April
geografi,Vilket kök använder mest kryddor per rätt?,Indiskt,Mexikanskt,Thailändskt,Marokkanskt
geografi,Vilket kök är mest vegetariskt traditionellt?,Indiskt,Kinesiskt,Italienskt,Grekiskt
geografi,Vilket kök använder mest ris som bas?,Asiatiskt,Mexikanskt,Italienskt,Afrikanskt
geografi,Vilket kök använder mest bröd som bas?,Mellanöstern,Asiatiskt,Latinamerikanskt,Afrikanskt
geografi,Vilket kök använder mest majsprodukter?,Mexikanskt,Italienskt,Kinesiskt,Indiskt
geografi,Vilket kök använder mest potatis?,Peruanskt,Mexikanskt,Indiskt,Kinesiskt
geografi,Vilket kök använder mest kokosnöt?,Thailändskt,Mexikanskt,Italienskt,Grekiskt
geografi,Vilket kök använder mest olivolja?,Medelhavet,Asiatiskt,Mexikanskt,Indiskt
geografi,Vilket kök använder mest socker i maträtter?,Thailändskt,Mexikanskt,Italienskt,Grekiskt
geografi,Vilken religion har flest anhängare i Indien?,Hinduism,Buddhism,Islam,Kristendom
geografi,Vilken religion har flest anhängare i Thailand?,Buddhism,Hinduism,Islam,Kristendom
geografi,Vilken religion har flest anhängare i Iran?,Islam,Zoroastrism,Kristendom,Judaism
geografi,Vilken religion har flest anhängare i Israel?,Judaism,Islam,Kristendom,Druze
geografi,Vilken religion har flest anhängare i Filippinerna?,Kristendom,Islam,Buddhism,Hinduism
geografi,Vilken religion har flest anhängare i Myanmar?,Buddhism,Islam,Kristendom,Hinduism
geografi,Vilken religion har flest anhängare i Nepal?,Hinduism,Buddhism,Islam,Kristendom
geografi,Vilken religion har flest anhängare i Sri Lanka?,Buddhism,Hinduism,Islam,Kristendom
geografi,Vilken religion har flest anhängare i Bangladesh?,Islam,Hinduism,Buddhism,Kristendom
geografi,Vilken religion har flest anhängare i Tibet?,Buddhism,Hinduism,Islam,Kristendom
